Title,Description,urls
 The Cg Tutorial: Guide to Programmable Real-Time Graphics ©2003,This book explains how to implement both basic and advanced techniques for today's programmable GPU architectures.,https://freecomputerbooks.com/the-cg-tutorial-the-definitive-guide-to-programmable-real-time-graphics.html
 Wireless Game Development in C/C++ with BREW (Barbagallo),"It takes you through the fundamentals of the BREW API, including graphics, sound, and input, and brings it all together with a complete example of a working game.",https://freecomputerbooks.com/Wireless-Game-Development-in-C-Cpp-with-BREW.html
 Developing and Porting C and C++ Applications on Aix,This book will help experienced UNIX application developers who are new to the AIX operating system.,https://freecomputerbooks.com/Developing-and-Porting-C-an-Cpp-Applications-on-Aix%20.html
 Virtual Machine Design and Implementation in C/C++,This book provides an in-depth look at the construction and underlying theory of a fully functional virtual machine and an entire suite of related development tools. There is also an extended discussion of porting the HEC virtual machine to other platforms.,https://freecomputerbooks.com/Virtual-Machine-Design-and-Implementation-C-Cpp.html
" Image Processing in C, 2nd Edition (Dwayne Philipps)","This book is a tutorial on image processing. Each chapter explains basic concepts with words and figures, shows image processing results with photographs, and implements the operations in C.",https://freecomputerbooks.com/image_processing_in_c_analyzing_and_enhancing_digital_images.html
 Writing Bug-Free C Code: Automatically Detects Bugs in C Code,"This book describes a technique that results in virtually bug-free code from the beginning. It details the key to writing bug-free code: the class methodology with run-time type checking, covers creating a new heap manager that is rock solid.",https://freecomputerbooks.com/Writing-Bug-Free-C-Code.html
 No Bugs! Delivering Error-Free Code in C and C++ (Thielen),This book offers a revolutionary approach to software development by showing programmers how to write error-free code from the start. It presents techniques to stop many kinds of bugs from being included in a prog ram.,https://freecomputerbooks.com/No-Bugs.html
 Numerical Recipes in C: The Art of Scientific Computing,This is a complete text and reference book on scientific computing. This is the second edition with C programming. In a self-contained manner it proceeds from mathematical and theoretical considerations to actual practical computer routines.,https://freecomputerbooks.com/Numerical-Recipes-in-C-Second-Edition.html
 Scheme 9 from Empty Space: A Guide to Implementing Scheme in C,"This is a very educational book for anyone interested in becoming more familiar with C or Scheme programming, language implementations, or just learning the in-and-outs of a moderately-sized code base.",https://freecomputerbooks.com/Scheme-9-from-Empty-Space.html
 Reverse Engineering for Beginners (Dennis Yurichev),This book teaches you how to decipher assembly language for those beginners who would like to learn to understand x86 (which accounts for almost all executable software in the world) and ARM code created by C/C++ compilers.,https://freecomputerbooks.com/Reverse-Engineering-for-Beginners.html
 Learn C The Hard Way: Modern C Programming (Zed Shaw),"In this book, you'll learn C by working through 52 brilliantly crafted exercises. As you do, you'll learn what good modern C programs look like, how to think more effectively about code, and how to find and fix mistakes far more efficiently.",https://freecomputerbooks.com/Learn-C-The-Hard-Way.html
 Modern C++ Tutorial: C++11/14/17/20 On the Fly (Changkun Ou),"The book is intent to provide a comprehensive introduction to the relevant features regarding modern C++ (before 2020s). You should be aware that not all of these features are required. Instead, it should be learned when you really need it.",https://freecomputerbooks.com/Modern-Cpp-Tutorial.html
" O'Reilly® C++ Today: The Beast is Back (Jon Kalb, et al)","Authors demonstrate how modern C++ provides the power, performance, libraries, and tools necessary for massive server farms as well as low-footprint mobile apps. you’ll learn why C++ is once again the preferred choice across several diverse industries.",https://freecomputerbooks.com/Cpp-Today-The-Beast-Is-Back.html
 Fundamentals of Programming C++ (Richard L. Halterman),"This book teaches the basics of C++ programming in an easy-to-follow style, without assuming previous experience in any other language. It explains fundamental concepts and techniques in greater depth than traditional introductions.",https://freecomputerbooks.com/Fundamentals-of-Programming-Cpp.html
" Thinking in C++, Vol 1: Introduction to Standard C++ (2nd Edition)","Thinking in C++ by Bruce Eckel is the one C++ book you must have if you're doing serious development with C++. The book filled with expert advice and written in a patient, knowledgeable style.",https://freecomputerbooks.com/Thinking-in-Cpp-Volume-One.html
" Thinking in C++, Vol 2: Practical Programming (Bruce Eckel)","Thinking in C++, Volume 2 covers of advanced topics all professional C++ developers must master - way beyond the introductory level. No other text covers the topics needed to prepare you for production C++ programming.",https://freecomputerbooks.com/Thinking-in-Cpp-Volume-Two.html
 Build Your Own Redis with C/C++ (James Smith),Learn network programming and data structures by building a Redis-like server from scratch with C/C++. The knowledge required is broader and deeper than usual application-level development.,https://freecomputerbooks.com/Build-Your-Own-Redis-with-C-and-Cpp.html
" Elements of Programming (Alexander Stepanov, et al)","The book shows that algorithms implemented in a real programming language, such as C++, can operate in the most general mathematical setting. For example, the fast exponentiation algorithm is defined to work with any associative operation.",https://freecomputerbooks.com/Elements-of-Programming.html
